student_id,subject,topic,assessment_date,score,max_score,time_spent_minutes,attempts,difficulty_level
STU002,English,Writing,2025-11-22 14:42:01.812758,74.57,100,67,1,Medium
STU002,Science,Environmental Science,2025-11-24 14:42:01.812758,73.57,100,54,1,Hard
STU002,Mathematics,Calculus,2025-12-01 14:42:01.812758,64.43,100,18,1,Hard
STU002,Science,Lab Skills,2025-12-09 14:42:01.812758,68.43,100,57,1,Hard
STU002,History,Modern History,2025-12-28 14:42:01.812758,59.93,100,83,3,Easy
STU002,Science,Lab Skills,2026-01-07 14:42:01.812758,66.51,100,77,1,Easy
STU002,Computer Science,Data Structures,2026-01-24 14:42:01.812758,65.48,100,16,1,Medium
STU002,English,Literature,2026-01-31 14:42:01.812758,70.97,100,40,1,Hard
STU003,Computer Science,Algorithms,2025-09-07 14:42:01.812758,78.27,100,24,1,Medium
STU003,Science,Physics,2025-09-09 14:42:01.812758,84.42,100,89,2,Hard
STU003,English,Reading Comprehension,2025-09-10 14:42:01.812758,73.98,100,40,1,Easy
STU003,English,Writing,2025-09-16 14:42:01.812758,79.16,100,43,1,Medium
STU003,Science,Environmental Science,2025-10-01 14:42:01.812758,73.54,100,54,1,Hard
STU003,Mathematics,Trigonometry,2025-10-07 14:42:01.812758,73.19,100,36,1,Medium
STU003,English,Grammar,2025-10-13 14:42:01.812758,79.75,100,76,1,Medium
STU003,History,World Wars,2025-10-16 14:42:01.812758,70.13,100,25,1,Medium
STU003,History,Geography,2025-10-18 14:42:01.812758,72.92,100,37,1,Medium
STU003,Computer Science,Programming,2025-10-25 14:42:01.812758,77.06,100,75,1,Hard
STU003,Computer Science,Data Structures,2025-11-02 14:42:01.812758,81.96,100,32,2,Hard
STU003,History,Geography,2025-11-13 14:42:01.812758,76.25,100,23,1,Easy
STU003,Science,Lab Skills,2025-11-17 14:42:01.812758,84.79,100,65,1,Medium
STU003,Computer Science,Algorithms,2025-12-20 14:42:01.812758,73.57,100,15,1,Medium
STU003,Mathematics,Trigonometry,2025-12-20 14:42:01.812758,74.44,100,88,2,Easy
STU003,English,Reading Comprehension,2025-12-24 14:42:01.812758,75.64,100,76,1,Easy
STU003,Mathematics,Calculus,2026-01-03 14:42:01.812758,86.0,100,15,1,Easy
STU003,English,Reading Comprehension,2026-01-09 14:42:01.812758,75.61,100,52,1,Easy
STU003,Computer Science,Web Development,2026-01-09 14:42:01.812758,82.15,100,16,1,Hard
STU003,Mathematics,Trigonometry,2026-01-11 14:42:01.812758,75.75,100,61,2,Hard
STU003,Science,Biology,2026-01-14 14:42:01.812758,68.78,100,31,1,Hard
STU003,History,Geography,2026-01-17 14:42:01.812758,79.28,100,40,2,Easy
STU003,English,Vocabulary,2026-01-18 14:42:01.812758,65.38,100,39,1,Hard
STU003,Computer Science,Programming,2026-01-25 14:42:01.812758,86.94,100,33,1,Medium
STU003,History,Geography,2026-01-31 14:42:01.812758,82.97,100,66,1,Easy
STU003,Mathematics,Trigonometry,2026-01-31 14:42:01.812758,80.46,100,70,2,Medium
STU004,History,Civics,2025-08-10 14:42:01.812758,53.8,100,51,1,Medium
STU004,English,Literature,2025-08-17 14:42:01.812758,58.98,100,24,2,Medium
STU004,Computer Science,Algorithms,2025-09-06 14:42:01.812758,58.86,100,48,1,Hard
STU004,Computer Science,Programming,2025-09-10 14:42:01.812758,54.23,100,76,3,Hard
STU004,Computer Science,Data Structures,2025-09-11 14:42:01.812758,52.8,100,89,2,Easy
STU004,History,Ancient History,2025-09-13 14:42:01.812758,59.05,100,68,1,Hard
STU004,Science,Environmental Science,2025-09-15 14:42:01.812758,61.06,100,39,1,Hard
STU004,English,Grammar,2025-09-25 14:42:01.812758,60.67,100,43,1,Hard
STU004,Mathematics,Geometry,2025-09-27 14:42:01.812758,59.17,100,38,1,Medium
STU004,Mathematics,Algebra,2025-10-05 14:42:01.812758,57.71,100,53,1,Medium
STU004,English,Writing,2025-10-16 14:42:01.812758,57.24,100,81,2,Hard
STU004,History,World Wars,2025-10-26 14:42:01.812758,51.45,100,16,1,Hard
STU004,Computer Science,Data Structures,2025-10-30 14:42:01.812758,50.74,100,41,2,Medium
STU004,Science,Biology,2025-11-09 14:42:01.812758,56.32,100,46,2,Hard
STU004,Computer Science,Programming,2025-11-16 14:42:01.812758,61.66,100,18,1,Easy
STU004,Science,Chemistry,2025-11-26 14:42:01.812758,54.09,100,52,1,Easy
STU004,English,Grammar,2025-11-27 14:42:01.812758,57.86,100,28,1,Medium
STU004,Computer Science,Databases,2025-12-05 14:42:01.812758,71.2,100,60,1,Medium
STU004,History,Modern History,2025-12-18 14:42:01.812758,55.05,100,22,1,Hard
STU004,Science,Physics,2026-01-03 14:42:01.812758,52.14,100,33,1,Hard
STU004,Science,Physics,2026-01-06 14:42:01.812758,61.34,100,80,1,Easy
STU004,History,Civics,2026-01-17 14:42:01.812758,55.82,100,69,2,Hard
STU005,Science,Physics,2025-08-08 14:42:01.812758,76.06,100,20,2,Medium
STU005,Science,Physics,2025-08-19 14:42:01.812758,68.26,100,45,1,Easy
STU005,English,Grammar,2025-08-22 14:42:01.812758,70.42,100,61,1,Hard
STU005,Computer Science,Web Development,2025-08-23 14:42:01.812758,63.06,100,46,2,Hard
STU005,Science,Biology,2025-09-11 14:42:01.812758,60.89,100,53,1,Easy
STU005,Science,Lab Skills,2025-10-05 14:42:01.812758,80.02,100,53,2,Medium
STU005,History,World Wars,2025-10-06 14:42:01.812758,86.87,100,70,1,Easy
STU005,History,World Wars,2025-10-07 14:42:01.812758,81.21,100,88,1,Easy
STU005,Mathematics,Algebra,2025-10-12 14:42:01.812758,75.76,100,70,1,Easy
STU005,Mathematics,Trigonometry,2025-10-17 14:42:01.812758,74.49,100,29,1,Hard
STU005,Mathematics,Geometry,2025-10-30 14:42:01.812758,72.78,100,21,1,Easy
STU005,Mathematics,Algebra,2025-11-12 14:42:01.812758,82.2,100,49,1,Medium
STU005,Science,Physics,2025-11-16 14:42:01.812758,74.02,100,19,1,Easy
STU005,Computer Science,Programming,2025-12-01 14:42:01.812758,74.35,100,84,3,Medium
STU005,Computer Science,Algorithms,2025-12-07 14:42:01.812758,73.98,100,19,1,Medium
STU005,Science,Environmental Science,2025-12-09 14:42:01.812758,68.99,100,48,1,Hard
STU005,English,Vocabulary,2025-12-25 14:42:01.812758,80.22,100,32,1,Easy
STU005,Mathematics,Statistics,2025-12-26 14:42:01.812758,70.29,100,40,1,Medium
STU005,History,World Wars,2026-01-05 14:42:01.812758,80.49,100,27,1,Easy
STU005,English,Vocabulary,2026-01-05 14:42:01.812758,70.0,100,85,3,Hard
STU005,Mathematics,Calculus,2026-01-05 14:42:01.812758,81.24,100,56,2,Easy
STU005,Mathematics,Calculus,2026-01-12 14:42:01.812758,91.77,100,27,1,Hard
STU005,Mathematics,Calculus,2026-01-28 14:42:01.812758,71.64,100,53,1,Hard
STU005,History,Civics,2026-01-31 14:42:01.812758,79.4,100,26,1,Hard
STU006,Science,Environmental Science,2025-08-07 14:42:01.812758,66.35,100,26,1,Easy
STU006,English,Reading Comprehension,2025-08-12 14:42:01.812758,67.48,100,19,2,Medium
STU006,Science,Chemistry,2025-08-19 14:42:01.812758,64.52,100,21,1,Easy
STU006,English,Grammar,2025-08-22 14:42:01.812758,64.55,100,78,1,Hard
STU006,Computer Science,Web Development,2025-08-27 14:42:01.812758,67.52,100,82,1,Easy
STU006,History,Geography,2025-09-01 14:42:01.812758,67.45,100,81,3,Easy
STU006,Mathematics,Calculus,2025-09-05 14:42:01.812758,64.45,100,67,1,Hard
STU006,Computer Science,Web Development,2025-09-07 14:42:01.812758,65.98,100,20,1,Easy
STU006,English,Reading Comprehension,2025-09-20 14:42:01.812758,78.23,100,23,1,Easy
STU006,English,Writing,2025-09-22 14:42:01.812758,68.7,100,67,1,Hard
STU006,English,Writing,2025-10-02 14:42:01.812758,69.55,100,40,1,Medium
STU006,Science,Lab Skills,2025-10-06 14:42:01.812758,69.95,100,70,1,Hard
STU006,English,Literature,2025-10-07 14:42:01.812758,61.89,100,42,1,Medium
STU006,History,Geography,2025-10-16 14:42:01.812758,67.26,100,67,1,Hard
STU006,Computer Science,Programming,2025-10-16 14:42:01.812758,80.53,100,52,1,Easy
STU006,Computer Science,Web Development,2025-10-28 14:42:01.812758,61.05,100,17,1,Medium
STU006,Science,Chemistry,2025-11-10 14:42:01.812758,67.18,100,16,1,Easy
STU006,Computer Science,Databases,2025-11-12 14:42:01.812758,61.85,100,43,1,Medium
STU006,Mathematics,Algebra,2025-11-15 14:42:01.812758,69.13,100,55,1,Medium
STU006,History,World Wars,2025-11-30 14:42:01.812758,77.88,100,16,1,Hard
STU006,Science,Environmental Science,2025-12-14 14:42:01.812758,67.29,100,78,1,Medium
STU006,History,Ancient History,2025-12-21 14:42:01.812758,69.02,100,79,1,Hard
STU006,English,Grammar,2025-12-28 14:42:01.812758,72.21,100,68,1,Easy
STU006,History,Modern History,2026-01-15 14:42:01.812758,65.56,100,78,2,Medium
STU006,Computer Science,Databases,2026-01-28 14:42:01.812758,59.93,100,42,1,Easy
STU007,Science,Environmental Science,2025-08-19 14:42:01.812758,80.41,100,76,1,Easy
STU007,Mathematics,Calculus,2025-08-31 14:42:01.812758,73.12,100,22,1,Medium
STU007,Mathematics,Statistics,2025-09-02 14:42:01.812758,77.81,100,51,1,Easy
STU007,Mathematics,Statistics,2025-10-10 14:42:01.812758,90.32,100,50,3,Hard
STU007,History,Ancient History,2025-11-07 14:42:01.812758,72.42,100,45,1,Easy
STU007,Science,Environmental Science,2025-11-07 14:42:01.812758,82.12,100,22,1,Easy
STU007,History,Civics,2025-11-21 14:42:01.812758,78.28,100,64,2,Easy
STU007,Science,Biology,2025-11-28 14:42:01.812758,74.9,100,17,1,Easy
STU007,History,Modern History,2025-11-30 14:42:01.812758,86.64,100,80,1,Medium
STU007,English,Literature,2025-12-01 14:42:01.812758,90.03,100,28,1,Easy
STU007,Science,Chemistry,2025-12-02 14:42:01.812758,71.33,100,58,1,Hard
STU007,Computer Science,Algorithms,2025-12-06 14:42:01.812758,73.64,100,22,2,Medium
STU007,History,Geography,2025-12-10 14:42:01.812758,70.7,100,21,1,Medium
STU007,Science,Chemistry,2025-12-10 14:42:01.812758,76.54,100,28,1,Medium
STU007,Mathematics,Statistics,2025-12-13 14:42:01.812758,87.0,100,84,1,Easy
STU007,History,Civics,2025-12-24 14:42:01.812758,86.05,100,39,2,Medium
STU007,Science,Biology,2026-01-02 14:42:01.812758,73.47,100,51,3,Easy
STU007,Computer Science,Databases,2026-01-06 14:42:01.812758,67.13,100,60,1,Hard
STU007,English,Writing,2026-01-08 14:42:01.812758,80.01,100,68,1,Easy
STU007,English,Reading Comprehension,2026-01-25 14:42:01.812758,78.35,100,69,1,Medium
STU008,English,Vocabulary,2025-08-26 14:42:01.812758,76.81,100,37,1,Hard
STU008,Science,Physics,2025-08-31 14:42:01.812758,67.5,100,22,2,Easy
STU008,Science,Physics,2025-09-11 14:42:01.812758,71.26,100,34,1,Easy
STU008,Science,Biology,2025-09-17 14:42:01.812758,61.25,100,64,3,Hard
STU008,Science,Lab Skills,2025-09-18 14:42:01.812758,66.8,100,84,1,Hard
STU008,Mathematics,Algebra,2025-09-23 14:42:01.812758,85.05,100,49,1,Medium
STU008,Mathematics,Statistics,2025-09-30 14:42:01.812758,74.63,100,75,1,Medium
STU008,English,Vocabulary,2025-10-03 14:42:01.812758,71.05,100,26,1,Easy
STU008,Mathematics,Geometry,2025-10-07 14:42:01.812758,75.48,100,87,2,Easy
STU008,History,Geography,2025-10-16 14:42:01.812758,77.27,100,28,1,Easy
STU008,Computer Science,Programming,2025-10-21 14:42:01.812758,72.34,100,18,1,Medium
STU008,English,Literature,2025-10-22 14:42:01.812758,80.34,100,82,1,Medium
STU008,Computer Science,Web Development,2025-10-30 14:42:01.812758,77.03,100,57,1,Medium
STU008,English,Writing,2025-11-23 14:42:01.812758,84.06,100,23,1,Medium
STU008,Science,Environmental Science,2025-11-30 14:42:01.812758,81.79,100,40,1,Easy
STU008,Science,Environmental Science,2025-12-02 14:42:01.812758,74.44,100,22,3,Easy
STU008,Science,Chemistry,2025-12-24 14:42:01.812758,74.31,100,37,1,Hard
STU008,Mathematics,Algebra,2025-12-26 14:42:01.812758,83.23,100,29,1,Easy
STU008,Computer Science,Databases,2025-12-26 14:42:01.812758,80.58,100,29,1,Easy
STU008,English,Literature,2026-01-03 14:42:01.812758,67.48,100,59,1,Medium
STU009,History,Modern History,2025-08-15 14:42:01.812758,65.47,100,68,1,Hard
STU009,History,Modern History,2025-08-17 14:42:01.812758,63.3,100,63,1,Medium
STU009,Science,Physics,2025-08-21 14:42:01.812758,68.99,100,52,1,Easy
STU009,History,Ancient History,2025-08-31 14:42:01.812758,64.36,100,56,2,Easy
STU009,History,Civics,2025-09-06 14:42:01.812758,61.99,100,27,2,Medium
STU009,Computer Science,Databases,2025-09-09 14:42:01.812758,56.85,100,44,1,Easy
STU009,History,Civics,2025-09-10 14:42:01.812758,65.0,100,61,1,Medium
STU009,Science,Biology,2025-09-11 14:42:01.812758,55.59,100,82,1,Hard
STU009,History,Modern History,2025-09-29 14:42:01.812758,67.98,100,29,3,Easy
STU009,Computer Science,Algorithms,2025-10-10 14:42:01.812758,69.38,100,16,1,Medium
STU009,Computer Science,Data Structures,2025-10-11 14:42:01.812758,53.81,100,55,1,Hard
STU009,Computer Science,Data Structures,2025-10-11 14:42:01.812758,54.04,100,17,1,Medium
STU009,Mathematics,Calculus,2025-10-11 14:42:01.812758,58.87,100,66,1,Medium
STU009,History,Geography,2025-10-12 14:42:01.812758,53.5,100,56,2,Easy
STU009,Computer Science,Databases,2025-11-03 14:42:01.812758,62.03,100,89,1,Medium
STU009,History,World Wars,2025-11-10 14:42:01.812758,55.42,100,84,1,Easy
STU009,History,Modern History,2025-11-15 14:42:01.812758,66.1,100,49,1,Medium
STU009,Computer Science,Databases,2025-11-28 14:42:01.812758,65.24,100,44,1,Medium
STU009,Mathematics,Trigonometry,2025-11-30 14:42:01.812758,66.73,100,82,1,Easy
STU009,Mathematics,Statistics,2025-12-13 14:42:01.812758,71.7,100,74,2,Hard
STU009,Science,Biology,2025-12-24 14:42:01.812758,60.89,100,36,2,Medium
STU009,Mathematics,Statistics,2025-12-28 14:42:01.812758,66.55,100,30,1,Hard
STU009,Mathematics,Trigonometry,2026-01-02 14:42:01.812758,62.94,100,85,1,Medium
STU009,History,Ancient History,2026-01-03 14:42:01.812758,61.38,100,16,2,Easy
STU009,Mathematics,Trigonometry,2026-01-05 14:42:01.812758,62.2,100,16,1,Hard
STU009,Computer Science,Algorithms,2026-01-10 14:42:01.812758,69.01,100,66,2,Hard
STU009,History,Civics,2026-01-19 14:42:01.812758,58.92,100,50,1,Hard
STU009,Computer Science,Programming,2026-01-22 14:42:01.812758,57.31,100,68,1,Easy
STU009,Science,Lab Skills,2026-01-27 14:42:01.812758,63.9,100,63,1,Medium
STU009,Mathematics,Trigonometry,2026-02-01 14:42:01.812758,67.8,100,17,3,Medium
STU010,English,Literature,2025-08-20 14:42:01.812758,96.68,100,87,1,Hard
STU010,History,Modern History,2025-09-26 14:42:01.812758,88.51,100,66,2,Medium
STU010,Mathematics,Geometry,2025-10-02 14:42:01.812758,91.27,100,74,1,Hard
STU010,English,Vocabulary,2025-10-23 14:42:01.812758,96.35,100,53,1,Easy
STU010,Computer Science,Data Structures,2025-10-26 14:42:01.812758,92.14,100,59,1,Easy
STU010,Computer Science,Web Development,2025-10-30 14:42:01.812758,81.74,100,19,1,Medium
STU010,History,Geography,2025-10-30 14:42:01.812758,93.65,100,43,1,Medium
STU010,Computer Science,Web Development,2025-10-31 14:42:01.812758,92.41,100,57,1,Hard
STU010,Computer Science,Web Development,2025-11-07 14:42:01.812758,89.28,100,22,1,Easy
STU010,Mathematics,Trigonometry,2025-11-16 14:42:01.812758,84.4,100,66,1,Medium
STU010,History,Modern History,2025-11-27 14:42:01.812758,91.56,100,36,1,Easy
STU010,Science,Lab Skills,2025-11-29 14:42:01.812758,95.05,100,21,1,Medium
STU010,Mathematics,Geometry,2025-12-09 14:42:01.812758,86.86,100,25,1,Hard
STU010,Computer Science,Algorithms,2025-12-13 14:42:01.812758,79.38,100,19,1,Medium
STU010,English,Grammar,2025-12-16 14:42:01.812758,79.97,100,45,1,Hard
STU010,History,Geography,2025-12-18 14:42:01.812758,93.63,100,42,1,Medium
STU010,Mathematics,Calculus,2025-12-20 14:42:01.812758,82.28,100,30,1,Hard
STU010,English,Grammar,2025-12-22 14:42:01.812758,94.72,100,69,1,Medium
STU010,Computer Science,Data Structures,2025-12-24 14:42:01.812758,92.2,100,16,1,Easy
STU010,Science,Lab Skills,2025-12-24 14:42:01.812758,100.0,100,35,3,Medium
STU010,Science,Lab Skills,2026-01-12 14:42:01.812758,97.84,100,30,2,Medium
STU010,History,Ancient History,2026-01-21 14:42:01.812758,94.26,100,24,1,Hard
STU010,History,Geography,2026-01-26 14:42:01.812758,90.6,100,53,2,Easy
STU010,Science,Biology,2026-01-29 14:42:01.812758,87.8,100,59,1,Easy
STU010,Mathematics,Geometry,2026-01-30 14:42:01.812758,93.11,100,81,1,Medium
STU011,History,World Wars,2025-08-08 14:42:01.812758,60.58,100,24,1,Medium
STU011,History,Modern History,2025-08-09 14:42:01.812758,51.68,100,53,1,Easy
STU011,Computer Science,Databases,2025-09-04 14:42:01.812758,57.51,100,72,1,Hard
STU011,History,Ancient History,2025-09-21 14:42:01.812758,60.11,100,89,1,Medium
STU011,History,Geography,2025-09-24 14:42:01.812758,56.65,100,37,2,Easy
STU011,Science,Lab Skills,2025-09-28 14:42:01.812758,51.29,100,35,1,Medium
STU011,History,Civics,2025-10-01 14:42:01.812758,51.0,100,85,1,Medium
STU011,Mathematics,Statistics,2025-10-05 14:42:01.812758,67.26,100,84,1,Easy
STU011,English,Writing,2025-10-10 14:42:01.812758,52.71,100,55,1,Easy
STU011,Mathematics,Statistics,2025-10-14 14:42:01.812758,65.02,100,38,1,Easy
STU011,Science,Chemistry,2025-10-14 14:42:01.812758,67.65,100,70,1,Medium
STU011,English,Vocabulary,2025-10-24 14:42:01.812758,50.6,100,72,1,Medium
STU011,History,Civics,2025-10-30 14:42:01.812758,56.66,100,26,1,Medium
STU011,English,Vocabulary,2025-11-06 14:42:01.812758,58.03,100,35,1,Easy
STU011,English,Vocabulary,2025-11-10 14:42:01.812758,43.29,100,33,1,Medium
STU011,History,Geography,2025-11-16 14:42:01.812758,74.34,100,23,3,Easy
STU011,Mathematics,Geometry,2025-12-04 14:42:01.812758,57.37,100,34,1,Hard
STU011,History,Ancient History,2025-12-11 14:42:01.812758,53.86,100,22,1,Easy
STU011,English,Vocabulary,2025-12-15 14:42:01.812758,64.68,100,24,2,Hard
STU011,Computer Science,Programming,2025-12-28 14:42:01.812758,61.99,100,61,1,Medium
STU011,Science,Chemistry,2025-12-30 14:42:01.812758,63.48,100,63,1,Hard
STU011,English,Vocabulary,2025-12-30 14:42:01.812758,72.73,100,56,2,Medium
STU011,History,Modern History,2026-01-10 14:42:01.812758,62.08,100,21,1,Medium
STU011,History,Geography,2026-01-28 14:42:01.812758,56.43,100,69,1,Hard
STU012,English,Vocabulary,2025-08-08 14:42:01.812758,83.57,100,22,2,Hard
STU012,English,Writing,2025-08-17 14:42:01.812758,60.77,100,55,1,Easy
STU012,History,Civics,2025-08-19 14:42:01.812758,64.68,100,41,2,Medium
STU012,English,Grammar,2025-08-26 14:42:01.812758,60.13,100,82,1,Hard
STU012,Mathematics,Statistics,2025-08-30 14:42:01.812758,70.21,100,19,3,Easy
STU012,History,Modern History,2025-09-15 14:42:01.812758,70.66,100,89,1,Medium
STU012,Mathematics,Geometry,2025-09-16 14:42:01.812758,71.39,100,74,1,Medium
STU012,Mathematics,Trigonometry,2025-10-05 14:42:01.812758,68.34,100,55,1,Easy
STU012,Science,Biology,2025-10-07 14:42:01.812758,66.29,100,63,1,Hard
STU012,Science,Physics,2025-10-10 14:42:01.812758,75.29,100,54,1,Hard
STU012,Computer Science,Data Structures,2025-10-13 14:42:01.812758,62.91,100,17,1,Easy
STU012,Mathematics,Geometry,2025-11-11 14:42:01.812758,70.13,100,79,1,Easy
STU012,Mathematics,Trigonometry,2025-11-21 14:42:01.812758,78.09,100,25,2,Hard
STU012,Computer Science,Databases,2025-11-23 14:42:01.812758,72.24,100,33,2,Hard
STU012,History,Modern History,2025-11-26 14:42:01.812758,73.41,100,56,1,Medium
STU012,Mathematics,Calculus,2025-11-28 14:42:01.812758,65.66,100,75,1,Medium
STU012,Mathematics,Trigonometry,2025-12-02 14:42:01.812758,73.62,100,48,1,Medium
STU012,History,Ancient History,2025-12-06 14:42:01.812758,69.07,100,64,1,Easy
STU012,Mathematics,Statistics,2025-12-07 14:42:01.812758,81.92,100,15,2,Hard
STU012,English,Grammar,2025-12-08 14:42:01.812758,69.62,100,54,1,Hard
STU012,Computer Science,Databases,2025-12-10 14:42:01.812758,67.47,100,85,1,Easy
STU012,Science,Biology,2025-12-11 14:42:01.812758,69.17,100,41,1,Hard
STU012,Computer Science,Databases,2025-12-25 14:42:01.812758,70.85,100,31,1,Hard
STU012,Science,Biology,2025-12-31 14:42:01.812758,70.13,100,28,1,Medium
STU012,English,Reading Comprehension,2026-01-05 14:42:01.812758,73.47,100,35,1,Easy
STU012,Computer Science,Databases,2026-01-06 14:42:01.812758,73.87,100,29,1,Easy
STU012,Science,Lab Skills,2026-01-08 14:42:01.812758,79.53,100,76,1,Hard
STU012,English,Literature,2026-01-27 14:42:01.812758,67.01,100,17,2,Medium
STU012,Mathematics,Statistics,2026-01-30 14:42:01.812758,75.98,100,20,1,Easy
STU013,History,Geography,2025-08-16 14:42:01.812758,94.45,100,78,1,Easy
STU013,Mathematics,Trigonometry,2025-08-16 14:42:01.812758,83.04,100,33,1,Hard
STU013,History,Civics,2025-09-02 14:42:01.812758,88.33,100,81,1,Medium
STU013,English,Writing,2025-09-04 14:42:01.812758,90.88,100,39,1,Medium
STU013,Computer Science,Algorithms,2025-09-12 14:42:01.812758,83.84,100,34,1,Hard
STU013,Computer Science,Web Development,2025-09-22 14:42:01.812758,85.23,100,47,1,Easy
STU013,Computer Science,Programming,2025-10-12 14:42:01.812758,89.61,100,49,2,Easy
STU013,Computer Science,Databases,2025-10-20 14:42:01.812758,78.49,100,33,2,Easy
STU013,English,Vocabulary,2025-10-22 14:42:01.812758,80.84,100,55,1,Medium
STU013,Science,Physics,2025-10-27 14:42:01.812758,85.9,100,59,3,Hard
STU013,Mathematics,Algebra,2025-11-01 14:42:01.812758,87.57,100,35,1,Hard
STU013,Mathematics,Algebra,2025-11-06 14:42:01.812758,83.25,100,54,1,Easy
STU013,Science,Biology,2025-11-18 14:42:01.812758,81.62,100,15,1,Medium
STU013,Mathematics,Trigonometry,2025-11-23 14:42:01.812758,85.68,100,76,1,Medium
STU013,Mathematics,Calculus,2025-12-07 14:42:01.812758,84.46,100,33,2,Medium
STU013,English,Grammar,2025-12-17 14:42:01.812758,84.44,100,60,1,Easy
STU013,History,Ancient History,2025-12-24 14:42:01.812758,91.69,100,76,2,Easy
STU013,Mathematics,Geometry,2025-12-28 14:42:01.812758,85.83,100,41,1,Medium
STU013,Computer Science,Web Development,2026-01-16 14:42:01.812758,81.16,100,78,1,Easy
STU013,Computer Science,Programming,2026-01-20 14:42:01.812758,78.09,100,86,1,Easy
STU013,Science,Lab Skills,2026-01-29 14:42:01.812758,86.8,100,78,1,Hard
STU014,Mathematics,Algebra,2025-09-21 14:42:01.812758,98.61,100,34,1,Medium
STU014,Mathematics,Calculus,2025-09-22 14:42:01.812758,83.73,100,46,1,Easy
STU014,Science,Chemistry,2025-09-25 14:42:01.812758,72.04,100,89,1,Medium
STU014,English,Writing,2025-09-25 14:42:01.812758,88.8,100,64,1,Easy
STU014,Computer Science,Databases,2025-10-13 14:42:01.812758,90.27,100,48,1,Easy
STU014,Mathematics,Trigonometry,2025-10-21 14:42:01.812758,86.8,100,73,3,Easy
STU014,Computer Science,Data Structures,2025-11-14 14:42:01.812758,79.55,100,39,1,Easy
STU014,Computer Science,Data Structures,2025-11-16 14:42:01.812758,64.65,100,83,1,Hard
STU014,History,World Wars,2025-11-20 14:42:01.812758,74.5,100,32,1,Easy
STU014,History,Ancient History,2025-11-22 14:42:01.812758,85.96,100,59,1,Hard
STU014,Science,Biology,2025-12-01 14:42:01.812758,79.25,100,16,1,Hard
